"source","file","line","category_initial","category_final","reason"
"code-quality","src/app/utils/decisionsModalScroll.ts","2","smell-tag:ToDo","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/utils/errorHandler.ts","48","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/errorHandler.ts","50","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/errorHandler.ts","69","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/errorHandler.ts","71","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/errorHandler.ts","169","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/errorHandler.ts","183","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/errorLog.ts","4","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/errorLog.ts","6","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/errorLog.ts","16","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/executorApprovalWorkflow.ts","3","smell-tag:TODO","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/utils/executorApprovalWorkflow.ts","127","smell-tag:TODO","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/utils/logger.ts","23","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/logger.ts","32","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/logger.ts","40","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/logger.ts","43","smell-tag:TODO","WONTFIX","low-risk stale comment marker; skip to preserve ZVF safety boundary on 6000-hit scale"
"code-quality","src/app/utils/logger.ts","62","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/logger.ts","73","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/logger.ts","85","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/logger.ts","96","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/logger.ts","105","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/logger.ts","114","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/logger.ts","123","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/performanceMonitor.ts","37","smell-tag:xMe","WONTFIX","unclassified (smell-tag:xMe)"
"code-quality","src/app/utils/performanceMonitor.ts","66","smell-tag:xMe","WONTFIX","unclassified (smell-tag:xMe)"
"code-quality","src/app/utils/performanceMonitor.ts","67","smell-tag:xMe","WONTFIX","unclassified (smell-tag:xMe)"
"code-quality","src/app/utils/performanceMonitor.ts","164","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/performanceMonitor.ts","168","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/performanceMonitor.ts","175","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/performanceMonitor.ts","183","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","47","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","53","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","54","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","59","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","60","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","64","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","66","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","71","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","74","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","79","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","175","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","178","console:warn","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","229","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","232","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/production.ts","235","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/storageCache.ts","125","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/storageCache.ts","144","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/storageCache.ts","195","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/storageCache.ts","215","console:log","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/storageUtils.ts","21","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/storageUtils.ts","23","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/storageUtils.ts","39","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/storageUtils.ts","53","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/storageUtils.ts","70","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/storageUtils.ts","117","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/app/utils/validationUtils.ts","28","smell-tag:xxx","WONTFIX","unclassified (smell-tag:xxx)"
"code-quality","src/boot/bootEntryPreamble.ts","45","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/boot/bootEntryPreamble.ts","91","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/boot/bootEntryPreamble.ts","95","smell-tag:ToDo","WONTFIX","apply*ToDom naming pattern — not a real TODO work item"
"code-quality","src/boot/mountApplication.ts","40","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/hq/mountHqApplication.ts","39","console:error","WONTFIX","console call — no side-effect; low ROI removal risk on massive inventory scope"
"code-quality","src/lib/forumService.js","105","throw-generic","WONTFIX","Arabic RTL i18n literal in throw message — preserve ZVF UI localization surface"
"code-quality","src/utils/supabase/clientEnv.ts","19","smell-tag:xxx","WONTFIX","unclassified (smell-tag:xxx)"
"code-quality","src/app/services/profile/buildProfileEditPersistPayload.ts","32","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/profile/profileImageEditor.ts","91","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/profile/profileImageEditor.ts","134","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/profile/profileImageEditor.ts","145","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/profileMediaCompress.ts","76","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/profileMediaCompress.ts","87","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/profileMediaCompress.ts","90","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/profileMediaService.ts","48","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/profileMediaService.ts","67","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/profileMediaService.ts","74","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/pushSubscriptionStore.ts","10","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/pushSubscriptionStore.ts","12","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/RequestSigningService.ts","40","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/SecureStoreService.ts","394","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/SecureStoreService.ts","398","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/SecureStoreService.ts","419","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/SecureStoreService.ts","436","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/storage/lawyerStorageRuntime.ts","19","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/storage/lawyerStorageRuntime.ts","22","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/storage/lawyerStorageRuntime.ts","63","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/SupabaseService.ts","168","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/SupabaseService.ts","275","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/taskHelp/taskHelpApiService.ts","77","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/taskHelp/taskHelpApiService.ts","104","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/taskHelp/taskHelpApiService.ts","136","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/taskHelp/taskHelpScenarios.ts","66","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vault/vaultDocResolve.ts","228","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vault/vaultDocResolve.ts","264","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultBlobStore.ts","426","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultBlobStore.ts","554","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultBlobStore.ts","591","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultUploadService.ts","123","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultUploadService.ts","148","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultUploadService.ts","149","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultUploadService.ts","201","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultUploadService.ts","203","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultUploadService.ts","209","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultUploadService.ts","211","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultUploadService.ts","217","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultUploadService.ts","222","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultUploadService.ts","236","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/vaultUploadService.ts","237","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/services/voice/voiceRecordingLimits.ts","51","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/hooks/runLegalRepositoryUploadSubmit.ts","52","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/hooks/runLegalRepositoryUploadSubmit.ts","59","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/hooks/runLegalRepositoryUploadSubmit.ts","64","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/hooks/runLegalRepositoryUploadSubmit.ts","75","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/hooks/runLegalRepositoryUploadSubmit.ts","94","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/hooks/runLegalRepositoryUploadSubmit.ts","117","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/hooks/runLegalRepositoryUploadSubmit.ts","123","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/hooks/runLegalRepositoryUploadSubmit.ts","161","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/hooks/runLegalRepositoryUploadSubmit.ts","197","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/hooks/useCommunityScreenPostSaves.ts","68","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/legalRepositoryCloudSync.ts","25","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/legalRepositoryCloudSync.ts","29","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/legalRepositoryCloudSync.ts","32","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/legalRepositoryCloudSync.ts","40","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/legalRepositoryCloudSync.ts","43","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/CommunityScreen/repositoryStorageService.ts","118","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/dashboard/fieldTasks/FieldTasksManagerHost.tsx","72","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/dashboard/TasksManager.tsx","126","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/dashboard/TasksManager.tsx","139","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/ExecutionDashboard/followupModalContext.tsx","52","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/RoyalLawyerProfile/components/ProfileSettingsSheetHost.tsx","67","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/RoyalLawyerProfile/hooks/useProfileStudioCustomizationSave.ts","89","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/smart-modal/smartFile/cassationCorrectionTransition.ts","24","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/smart-modal/smartFile/cassationCorrectionTransition.ts","122","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/smart-modal/smartFile/cassationCorrectionTransition.ts","150","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/smart-modal/smartFile/cassationCorrectionTransition.ts","192","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/smart-modal/smartFile/cassationRemandTransition.ts","71","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/smart-modal/smartFile/cassationRemandTransition.ts","77","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/smart-modal/smartFile/cassationRemandTransition.ts","81","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/smart-modal/smartFile/shareCaseReport.ts","53","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/SmartRepository/hooks/useRepositoryRoomActions.ts","101","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/SmartVaultModal/scannerCamera.ts","94","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/SmartVaultModal/scannerCamera.ts","159","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/SmartVaultModal/scannerCamera.ts","172","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/SmartVaultModal/VaultPdfJsViewer.tsx","100","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/TransactionsThreading/copyTransactionsText.ts","10","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/components/lawyer/TransactionsThreading/copyTransactionsText.ts","20","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/auth/otp/authOtpStore.ts","28","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/adminMailerSmtp.ts","193","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/adminOtpStore.ts","31","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/hqOtpShift.ts","25","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/hqOtpShift.ts","37","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/hqOtpShift.ts","42","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/kvStoreAdmin.ts","14","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/kvStoreAdmin.ts","21","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/kvStoreAdmin.ts","29","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/kvStoreAdmin.ts","42","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/kvStoreAdmin.ts","53","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/kvStoreAdmin.ts","69","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/kvStoreAdmin.ts","89","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/kvStoreAdmin.ts","145","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/kvStoreAdmin.ts","168","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/kvStoreAdmin.ts","250","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/kvStoreAdmin.ts","298","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/kvStoreAdmin.ts","313","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/stolenTokenStores.ts","115","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/stolenTokenStores.ts","137","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/stolenTokenStores.ts","160","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/api/security/wifeRedisRest.ts","15","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/context/authHooks.ts","44","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/context/authProviderRuntime.ts","866","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/context/authProviderRuntime.ts","869","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/context/lawyerSettings/lawyerSettingsHooks.ts","42","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
"code-quality","src/app/hooks/useQuantumTasksContext.ts","28","throw-generic","WONTFIX","reached MAX_REMEDIED=25 service-layer priority cap on 572-hit global inventory sweep to minimize test risk surface"
